gene_id,length,HSC_1,HSC_2,CMP_1,CMP_2,CFUE_1,CFUE_2,Eryth_1,Eryth_2
ENSMUSG00000066361,2213,0,0,0,0,0,0,0,0
ENSMUSG00000066362,538,3637.51,1921.38,6108.07,15156.11,774.64,305.58,9.09,0
ENSMUSG00000066363,2082.78,193,512,20,64,58,25,0,1
ENSMUSG00000066364,2070,0,0,3,23,0,0,0,0
ENSMUSG00000066366,1173,0,0,0,0,0,0,0,0
ENSMUSG00000066368,3993,0,0,0,0,0,0,0,0
ENSMUSG00000066372,2538,0,0,0,0,0,0,0,0
ENSMUSG00000066378,201,0,0,0,0,0,0,0,0
ENSMUSG00000066382,551,0,0,0,0,0,0,0,0
ENSMUSG00000066383,565.5,0,0,0,0,0,0,0,0
ENSMUSG00000066389,378,0,0,0,0,0,0,0,0
ENSMUSG00000066392,3344.23,0,0,0,0,0,0,0,0
ENSMUSG00000066406,5458.33,27423,42995,19437,58946,18362,12736,6114,8590
ENSMUSG00000066407,300,64.39,6.6,48.72,167.04,4.72,5.5,5.62,1.52
ENSMUSG00000066415,4808.36,4078,6873,4002,15179,4887,3188,834,1448
ENSMUSG00000066438,1342.5,0,0,0,0,0,42,1,0
ENSMUSG00000066440,9368,563,1011,576,2776,800,775,196,270
ENSMUSG00000066441,3253.8,1411,2113,1181,3325,1433,762,48,89
ENSMUSG00000066442,719.59,448.89,238.7,139.78,168.57,91,4,28.78,90.41
ENSMUSG00000066443,481,8839.36,5512,10691.54,18974.92,1882.68,1080.88,145.63,235.56
ENSMUSG00000066456,831.52,496,726,312,605,0,19,0,2
ENSMUSG00000066457,306,0,0,0,0,0,0,0,0
ENSMUSG00000066463,687.6,0,0,0,0,0,0,0,0
ENSMUSG00000066475,555,30.51,6.88,16.99,68.15,5.9,42.12,0,2.44
ENSMUSG00000066477,1587,0,0,0,0,0,0,0,0
ENSMUSG00000066478,313,0,0,0,0,0,0,0,0
ENSMUSG00000066487,882,14.82,9.05,14.71,63.5,2.18,7.93,1.34,3.14
ENSMUSG00000066489,438,0,0,0,0,0,0,0,0
ENSMUSG00000066491,231,1.47,0,1.16,5.79,0,0,0,0
ENSMUSG00000066500,639,0,0,0,0,0,0,0,0
ENSMUSG00000066510,1443,0,0,0,0,0,0,0,0
ENSMUSG00000066512,862,0,0,0,0,0,0,0,0
ENSMUSG00000066513,839,0,0,0,0,0,0,0,0
ENSMUSG00000066515,888,0,0,0,0,0,0,0,0
ENSMUSG00000066516,898,0,0,0,0,0,0,0,0
ENSMUSG00000066537,2592,0,0,0,0,0,0,0,0
ENSMUSG00000066538,1072,89.97,153.87,22.91,167.26,0,45.56,0,0
ENSMUSG00000066543,555,1094.8,2357.16,2570.53,4617.44,272.18,347.51,0,0
ENSMUSG00000066551,2012.98,29271.12,56389.47,32265.26,93736.38,19581.14,13069.11,1578.24,2166.43
ENSMUSG00000066553,342,12.91,0,6.64,5.81,0,0,0,1.07
ENSMUSG00000066554,1479,13.19,2,2,73.07,3,12,0,0
ENSMUSG00000066568,2791.35,2157,4381,2232,8677,3848,2734,297,372
ENSMUSG00000066571,5521.43,1269,2538,1099,2725,2369,1317,893.51,1210.09
ENSMUSG00000066583,627.5,0,0,0,0,0,0,0,0
ENSMUSG00000066584,924.67,0,0,0,0,0,0,7,0
ENSMUSG00000066586,579,0,0,0,0,0,0,0,0
ENSMUSG00000066592,534,0,11.13,4.09,6.98,0,0,0,0
ENSMUSG00000066595,2850.27,1002,1869,1069,3073,393,74,83,187
ENSMUSG00000066607,2139,5,0,0,0,0,0,0,0
ENSMUSG00000066613,1210.22,1022.82,1522.88,1014.14,2325.11,132,171.26,48.62,118.45
ENSMUSG00000066620,528,0,0,0,0,0,0,0,0
ENSMUSG00000066621,3330.57,498,558,130,420,229,105,30,10
ENSMUSG00000066626,627,20.5,0,8.06,16.23,0,0,0,0
ENSMUSG00000066629,384,3.13,12.25,5.31,19.78,1,0,0,1.01
ENSMUSG00000066632,1731,1579.38,483.4,980.91,3456.91,0,476.33,31.22,88.36
ENSMUSG00000066637,1000,132,488,225,1181,0,3,20,32
ENSMUSG00000066640,7760.2,611,353,238,1276,426,215,14,15
ENSMUSG00000066643,4312,333,543,257,740,236,71,42,1
ENSMUSG00000066647,3002,99,141,25,119,0,34,1,9
ENSMUSG00000066652,1447.5,0,0,0,0,0,0,0,0
ENSMUSG00000066671,1256,0,0,0,0,0,0,0,0
ENSMUSG00000066672,930,7,67,47,90,0,0,3,0
ENSMUSG00000066677,2987,59.91,0,5,102.05,0,0,4.74,0
ENSMUSG00000066680,771,0,0,0,0,0,0,0,0
ENSMUSG00000066682,1807,107,109,12,3,138,159,103,160
ENSMUSG00000066684,1020,128,123,26,77,269,45,81.4,173
ENSMUSG00000066687,5100,254,421,422,1362,78,8,45,45
ENSMUSG00000066688,2464,0,0,0,0,0,0,0,0
ENSMUSG00000066693,626,0,0,1.01,0,0,0,0,0
ENSMUSG00000066697,558,0,0,0,0,0,0,0,0
ENSMUSG00000066704,1876,0,0,0,0,0,0,0,0
ENSMUSG00000066705,1791,0,0,0,0,0,0,0,0
ENSMUSG00000066714,444,0,0,0,0,0,0,0,0
ENSMUSG00000066720,1435,0,0,0,0,0,0,0,0
ENSMUSG00000066721,2741,0,0,0,0,0,7,1,0
ENSMUSG00000066723,918,0,0,0,0,0,0,0,0
ENSMUSG00000066724,589,134.85,65.99,196.7,1442.09,0,31.49,206.04,462.14
ENSMUSG00000066735,2490.58,1113,2252,1950,5416,2746,1759,391,595.86
ENSMUSG00000066747,1065,0,0,0,0,0,0,0,0
ENSMUSG00000066748,1051,0,0,0,0,0,0,0,0
ENSMUSG00000066749,936,0,0,0,0,0,0,0,0
ENSMUSG00000066750,1048,0,0,0,0,0,0,0,0
ENSMUSG00000066752,2264,0,0,0,0,0,0,0,0
ENSMUSG00000066755,2066,0,0,0,0,0,4,0,12
ENSMUSG00000066756,575,0,0,0,0,0,0,0,0
ENSMUSG00000066760,4421,53,24,69,2,1,0,2,0
ENSMUSG00000066767,1144.5,0,0,0,0,0,0,0,0
ENSMUSG00000066771,318,1,0,1.04,0,0,0,0,0
ENSMUSG00000066772,1384.12,0,0,0,0,0,0,0,0
ENSMUSG00000066797,1892,0,0,0,0,0,0,0,0
ENSMUSG00000066798,4535,1637,3311.17,2156,5508,1242,1154,114,77
ENSMUSG00000066800,2638.12,4021,4931,1956,7466,7070,5433,1709,2911
ENSMUSG00000066803,957,0,0,0,0,0,0,0,0
ENSMUSG00000066804,996,0,0,0,0,0,0,0,0
ENSMUSG00000066807,690,10.73,0,18.92,9.96,15.28,0,0,0
ENSMUSG00000066809,78,0,0,0,0,0,0,0,0
ENSMUSG00000066810,69,0,0,0,0,0,0,0,0
ENSMUSG00000066820,2559,0,0,0,0,0,0,0,0
ENSMUSG00000066828,3081,0,0,0,0,0,0,0,0
ENSMUSG00000066829,3238,681,632,889,1435,89,21,5,42
ENSMUSG00000066838,2772,148,243,174,508,83,13,7,51
ENSMUSG00000066839,1562.6,305,640,340,1269,62,60,9,24
ENSMUSG00000066842,1690.21,49,25,0,0,0,0,0,0
ENSMUSG00000066850,2682,0,0,0,0,0,0,0,0
ENSMUSG00000066861,1722.05,99.67,204.44,11.67,124.98,0,6,6.02,0
ENSMUSG00000066867,1715,4,13,0,0,72,0,2,39
ENSMUSG00000066877,2762.16,574,959.99,1006,1769.77,69,136,2,12
ENSMUSG00000066878,1939,1232.8,219.74,3046.05,11495.31,5379.01,3301.44,92.9,213.96
ENSMUSG00000066880,2920,774.24,898.55,580.66,1492,270,689.5,89,73
ENSMUSG00000066892,2601.5,193,327,173,556,184,158,37.99,146
ENSMUSG00000066894,2681,332,608,113,258,55,0,8,1
ENSMUSG00000066896,1156,0,0,0,0,0,0,0,0
ENSMUSG00000066897,1124,0,0,0,0,0,0,0,0
ENSMUSG00000066899,936,0,0,0,0,0,0,0,0
ENSMUSG00000066900,2406.04,1915,4928,2782,8012,3055,1360,97,130
ENSMUSG00000066902,432,30.9,8.68,9.43,49.12,2.98,0,0.82,0
ENSMUSG00000066905,1219,0,0,0,0,0,0,0,0
ENSMUSG00000066912,267,0,0,0,0,0,0,0,0
ENSMUSG00000066914,444,0,0,0,0,0,0,0,0
ENSMUSG00000066936,720,0,0,0,0,0,0,0,0
ENSMUSG00000066938,324,0,0,0,0,0,0,0,0
ENSMUSG00000066944,1346,0,0,0,25,0,0,0,0
ENSMUSG00000066952,2060.56,95,69,24,90,0,0,20.75,54.56
ENSMUSG00000066958,447,0,0,0,0,0,0,0,0
ENSMUSG00000066964,1827,0,0,0,0,0,0,0,0
ENSMUSG00000066975,746,5,0,0,0,0,0,7,0
ENSMUSG00000066979,2055,2007,2942,2191,6837,3253,2922,311,582
ENSMUSG00000066983,489,0,0,0,0,0,29,0,0
ENSMUSG00000066990,327,0,0,0,0,0,0,0,0
ENSMUSG00000067001,1133.5,0,0,0,0,0,0,0,0
ENSMUSG00000067006,2107.25,0,0,0,0,0,0,0,0
ENSMUSG00000067010,3220.5,0,0,0,0,0,0,0,0
ENSMUSG00000067017,2858,129.88,166.55,208.19,1225.53,79.72,65.26,13.36,33.57
ENSMUSG00000067028,2879.33,0,0,0,0,0,0,0,0
ENSMUSG00000067038,494,6474.23,8002.71,10182.24,21995.59,1398.89,919.33,295.87,309.64
ENSMUSG00000067047,243,0,0,0,0,0,0,0,0
ENSMUSG00000067049,2643,0,0,0,0,0,0,0,0
ENSMUSG00000067058,393,71.18,18.54,35.74,169.74,11.07,0,4.45,2.21
ENSMUSG00000067063,348,0,0,0,0,0,0,0,0
ENSMUSG00000067064,939,0,0,0,0,0,0,0,0
ENSMUSG00000067071,1403.01,548,534,414,1527,112,48,10,32
ENSMUSG00000067081,1508.25,0,0,0,0,1,0,0,0
ENSMUSG00000067085,201,0,0,0,0,0,0,0,0
ENSMUSG00000067101,762,0,0,0,0,0,0,0,0
ENSMUSG00000067103,3998.5,0,0,0,0,0,0,0,0
ENSMUSG00000067106,891,18,3.19,63.66,72.66,0,4.04,0,0
ENSMUSG00000067121,862,45.38,12.72,28.22,162.02,4.07,0,13.12,15.32
ENSMUSG00000067122,72,0,0,0,0,0,0,0,0
ENSMUSG00000067144,2007,0,0,0,0,0,0,0,0
ENSMUSG00000067147,801,0,0,209,1109.73,0,0,85.62,149.49
ENSMUSG00000067148,1265.3,822,967,935,2355,77,303,60,77
ENSMUSG00000067149,1391.45,966,1020,53,0,592,350,341,505
ENSMUSG00000067150,3709,3270,5831,3608,11624,2173,1251,133,120
ENSMUSG00000067156,1890,0,0,0,0,0,0,0,0
ENSMUSG00000067158,5685.5,0,0,0,53,0,0,0,0
ENSMUSG00000067161,892,41.39,60.35,86.52,328.45,5.29,0,4.14,8.1
ENSMUSG00000067173,1259,0,0,0,0,0,0,0,0
ENSMUSG00000067186,942,0,0,0,0,0,0,0,0
ENSMUSG00000067189,373,1.17,1.52,1.24,12.67,0,1.78,0,0
ENSMUSG00000067194,5172,4203,9856,5157,14398,968,976,153,276
ENSMUSG00000067199,579,1,27,1,5,0,0,0,0
ENSMUSG00000067201,1097.5,0,0,0,0,0,0,0,0
ENSMUSG00000067203,1049,67,85,52,72,0,2.8,9,3
ENSMUSG00000067206,3176,45,191,43,203,0,0,0,0
ENSMUSG00000067212,1549.21,4472.28,6715.74,2754.38,8682.03,3337,1744.07,1457.3,2278.73
ENSMUSG00000067215,2204,3,0,40,93,0,0,0,0
ENSMUSG00000067219,4205,0,21,0,13,115,13,0,0
ENSMUSG00000067220,2251,4,0,0,0,0,0,0,0
ENSMUSG00000067224,1009,3,0,0,5.91,0,0,1,0
ENSMUSG00000067225,1769,0,0,0,0,0,0,0,0
ENSMUSG00000067229,1700.5,0,0,0,0,0,0,0,0
ENSMUSG00000067231,1928,0,0,0,0,0,0,0,0
ENSMUSG00000067235,3505.55,129.69,25.26,0,61.28,53,15,10.09,78.69
ENSMUSG00000067242,3797,16,0,0,0,0,13,3,0
ENSMUSG00000067261,2324,0,6,0,0,0,0,0,0
ENSMUSG00000067262,960,0,0,0,0,0,0,0,0
ENSMUSG00000067274,1351.96,27987.51,37747.66,28757.93,88932.71,9417.26,10233.66,2864.99,5474.58
ENSMUSG00000067276,4050,0,0,0,0,0,0,0,0
ENSMUSG00000067279,2719,0,0,0,0,0,0,0,0
ENSMUSG00000067285,2530,0,0,0,0,0,0,0,0
ENSMUSG00000067288,386.09,8540.65,8190.73,8844.08,23252.83,1828.89,1040.58,188.42,365.64
ENSMUSG00000067292,198,0,0,0,0,0,0,0,0
ENSMUSG00000067297,3217,61.21,60.52,77,1,0,68,9.05,1
ENSMUSG00000067299,524.33,0,0,0,0,0,0,0,0
ENSMUSG00000067321,273,6.4,0,1.67,0,0,0,0,0
ENSMUSG00000067331,234,0,0,0,0,0,0,0,0
ENSMUSG00000067336,10738.98,3925,5285,2400,10012,339,194,226,532
ENSMUSG00000067338,1775,0,0,0,0,0,0,0,0
ENSMUSG00000067341,2209,4,0,0,0,0,0,1,0
ENSMUSG00000067344,378,317.67,201.69,527.4,1200.23,12.02,2.66,15.56,42.07
ENSMUSG00000067351,393,0,0,0,0,0,0,0,0
ENSMUSG00000067352,1277.5,0,0,0,0,0,0,0,0
ENSMUSG00000067356,1375,13,6,25,46,0,0,0,0
ENSMUSG00000067360,3685.5,0,0,0,0,0,0,0,0
ENSMUSG00000067365,1096.89,448,505,343,1061,244,190,137,107
ENSMUSG00000067367,1452.78,1389,3021,2788,7651,480,176,67,232
ENSMUSG00000067369,2894.86,1589,3039,818,3309,550,274,102,291
ENSMUSG00000067370,1569,142,109,59,156,82,5,0,0
ENSMUSG00000067377,1765,540,604,270,603,0,37,1,0
ENSMUSG00000067389,811,21,0,0,0,0,0,1,0
ENSMUSG00000067399,1913,0,0,0,0,0,3,32,1.91
ENSMUSG00000067424,1217.66,94,211,76,279,50,35,1,0
ENSMUSG00000067430,3407,798,1078,809,1368,232,110,22,61
ENSMUSG00000067438,966,0,0,0,0,0,0,0,0
ENSMUSG00000067441,348,0,0,0,0,0,0,0,0
ENSMUSG00000067455,774,2037.65,1879.41,5151.19,11552.8,18286.46,6244.37,0,0
ENSMUSG00000067482,471,0,0,0,0,0,0,0,0
ENSMUSG00000067513,948,0,0,0,0,0,0,0,0
ENSMUSG00000067519,939,0,0,0,0,0,0,0,0
ENSMUSG00000067520,915,0,0,0,0,0,0,0,0
ENSMUSG00000067522,1048,0,0,0,0,0,0,0,0
ENSMUSG00000067524,945,0,0,0,0,0,0,0,0
ENSMUSG00000067525,938,0,0,0,0,0,0,0,0
ENSMUSG00000067526,939,0,0,0,0,0,0,0,0
ENSMUSG00000067528,942,0,0,0,0,0,0,0,0
ENSMUSG00000067529,933,0,0,0,0,0,0,0,0
ENSMUSG00000067541,484,0,0,0,0,0,0,0,0
ENSMUSG00000067543,1453.5,0,0,0,0,0,0,0,0
ENSMUSG00000067545,1160,0,0,0,0,0,0,0,0
ENSMUSG00000067547,819,153.44,90.4,410.07,902.7,2.66,0,10.72,3.36
ENSMUSG00000067555,324,0,0,0,0,0,0,0,0
ENSMUSG00000067561,1194.33,0,0,0,0,0,0,0,0
ENSMUSG00000067562,1034,0,0,0,0,0,0,0,0
ENSMUSG00000067567,1864.01,540,538,279,1118,85,67,6,37
ENSMUSG00000067571,830.67,0,0,0,0,0,0,0,0
ENSMUSG00000067575,333,94.98,29.81,62.66,4.44,0.85,4.79,2.95,2.16
ENSMUSG00000067577,958.17,0,0,0,0,0,0,0,0
ENSMUSG00000067578,2902,0,0,0,0,0,0,0,0
ENSMUSG00000067586,4484,174,316,278,1296,0,4,12,9
ENSMUSG00000067591,1238,5,0,0,0,0,0,0,24
ENSMUSG00000067594,2930,0,0,0,0,0,0,0,0
ENSMUSG00000067596,1648,0,0,0,0,0,0,0,0
ENSMUSG00000067597,3064,0,0,0,0,0,0,0,0
ENSMUSG00000067599,1035.5,0,15,0,12,0,8,9,33
ENSMUSG00000067604,749,0,0,0,0,0,0,0,0
ENSMUSG00000067608,1257,623.51,379.09,758.76,2455.71,365.27,206.88,6.13,7.39
ENSMUSG00000067610,838,0,0,0,0,54,19,0,0
ENSMUSG00000067613,1049,7,0,0,0,0,0,0,0
ENSMUSG00000067614,1960,0,0,0,0,0,0,0,0
ENSMUSG00000067615,1857,0,0,0,0,0,0,0,0
ENSMUSG00000067616,1277,0,0,0,0,0,0,0,0
ENSMUSG00000067627,135,0,0,0,0,0,0,0,0
ENSMUSG00000067629,4780.15,196,586,195,559,173,156,8,38
ENSMUSG00000067642,3095,1,2,0,0,0,0,0,0
ENSMUSG00000067649,1867,0,0,0,0,0,0,0,0
ENSMUSG00000067653,730.87,95.17,336.11,60,371,0,0,24,0
ENSMUSG00000067656,1976.5,0,0,0,0,0,0,0,0
ENSMUSG00000067679,797,0,0,0,0,0,0,0,0
ENSMUSG00000067684,757,0,0,0,0,0,0,0,0
ENSMUSG00000067698,2027,0,0,0,0,0,0,0,0
ENSMUSG00000067700,1972,0,0,0,0,0,0,0,0
ENSMUSG00000067702,1509,0,0,0,0,0,0,0,0
ENSMUSG00000067704,1074,0,0,0,0,0,0,0,0
ENSMUSG00000067713,1638,1023,2312,1266,3721,2559,910,89.95,165
ENSMUSG00000067714,1128.44,103,175,40,333,1,0,10,2
ENSMUSG00000067716,744,0,0,0,0,0,0,0,0
ENSMUSG00000067719,422,836.84,1476.93,1127.71,2426.09,220.15,414.89,258.66,399.51
ENSMUSG00000067722,3022,513,1286,482,1388,121,116,65,105
ENSMUSG00000067724,3475,0,0,0,0,0,0,0,0
ENSMUSG00000067736,294,2089,4073,2012.92,9939.66,60803.24,11235.38,33643.47,49494.66
ENSMUSG00000067745,2172,0,0,0,0,0,0,0,0
ENSMUSG00000067750,1987,0,0,0,0,0,0,0,0
ENSMUSG00000067764,1098,0,0,0,0,0,0,0,0
ENSMUSG00000067767,1174,56,22,0,31,100,15,25,1
ENSMUSG00000067768,978.36,355,365.81,482.15,817.15,0,67.33,21.88,11
ENSMUSG00000067771,2818.5,0,9,0,0,0,0,0,0
ENSMUSG00000067773,332.5,0,0,0,0,0,0,0,0
ENSMUSG00000067780,6923,0,0,0,41,0,0,0,1
ENSMUSG00000067786,1135,4,0,0,17,0,0,0,3
ENSMUSG00000067787,971.09,356,759,274,1019,128,41,46,122
ENSMUSG00000067795,1237.67,0,0,0,0,0,0,0,0
ENSMUSG00000067813,1926,0,0,0,1,0,21,0,0
ENSMUSG00000067818,619.75,0,21,0,0,9,49,4,24
ENSMUSG00000067825,3471.72,440,752,322,919,48,5,21,65
ENSMUSG00000067835,2051,0,0,0,0,0,0,0,0
ENSMUSG00000067847,502.72,80,73,146,175,13,49,27,36
ENSMUSG00000067848,1108.5,0,0,0,0,0,0,0,0
ENSMUSG00000067851,5998.56,6423,10241,5752,19809,2613,1746,600,1023
ENSMUSG00000067855,1192,0,0,0,0,0,0,0,0
ENSMUSG00000067860,2361.5,0,0,0,0,0,0,0,0
ENSMUSG00000067869,904,249.4,79.95,359.84,897.92,104.28,22.83,2.31,3.14
ENSMUSG00000067870,378,6735.86,11051.39,8265.87,17866.89,1731.94,1355.61,230.44,822.95
ENSMUSG00000067872,3163,0,0,0,0,0,0,0,0
ENSMUSG00000067873,2791.57,3161,6766,3900,10354,2096,733,97,163
ENSMUSG00000067878,2891,195,238,220,733,0,12,0,2
ENSMUSG00000067879,3256,0,0,0,0,0,0,0,0
ENSMUSG00000067882,629,0,0,0,0,0,0,0,0
ENSMUSG00000067889,8251,7,43,10,7,0,0,0,0
ENSMUSG00000067909,730,0,0,0,0,0,0,0,0
ENSMUSG00000067916,2813,2052.84,3038.32,1275.55,4318.33,292.24,528.28,45.22,100.06
ENSMUSG00000067919,2283,0,0,0,0,0,0,0,0
ENSMUSG00000067924,1232,96.18,130.75,20.28,457,58,0,10.59,20.78
ENSMUSG00000067925,1195,202.82,148.25,67.72,0,0,0,14.41,2.22
ENSMUSG00000067928,4209,953,1206,854,1884,162,206,9,226
ENSMUSG00000067929,255,2,13,24,0,0,4.51,0,0
ENSMUSG00000067931,2612,68,225,112,548,145,70,22,45
ENSMUSG00000067941,1603,0,0,0,0,0,0,0,0
ENSMUSG00000067942,3791,1083,1231,966,2738,505,168,75,92
ENSMUSG00000067949,939,0,0,0,0,0,0,0,0
ENSMUSG00000067951,1026.5,0,0,0,0,0,0,0,0
ENSMUSG00000067971,960,0,0,0,0,0,0,0,0
ENSMUSG00000067973,797.5,0,0,0,0,0,0,0,0
ENSMUSG00000067995,1467,1012,1718,1354,4044,168,272,52,107
ENSMUSG00000067996,2067,0,0,0,0,0,0,0,0
ENSMUSG00000067998,1463.67,0,0,0,0,0,0,0,0
ENSMUSG00000068008,1781,0,0,0,0,0,0,0,0
ENSMUSG00000068009,1269.5,0,0,0,0,0,0,0,0
ENSMUSG00000068011,2465,8,0,0,0,0,0,0,0
ENSMUSG00000068014,483,388.83,521.29,399.23,1302.28,124.82,4.57,7.05,0
ENSMUSG00000068015,4706,1009,1923,796,2242,772,330,71,83
ENSMUSG00000068036,3298.69,1887,2795,561,1549,379,46,32,20
ENSMUSG00000068037,1277.56,0,0,0,0,0,0,0,0
ENSMUSG00000068039,1662.02,14774,38380.83,23458,65680.97,6499.57,3935.22,727.63,1243.4
ENSMUSG00000068040,2057.02,1594,3151,2010,6115,763,421,138,184
ENSMUSG00000068048,1652,0,0,0,0,0,0,0,0
ENSMUSG00000068062,1200.5,0,0,0,0,0,0,0,0
ENSMUSG00000068067,465,0,0,0,0,0,0,0,0
ENSMUSG00000068068,159,0,0,0,0,0,0,0,0
ENSMUSG00000068071,322.5,0,0,0,0,0,0,0,0
ENSMUSG00000068073,591,0,0,0,0,0,0,0,0
ENSMUSG00000068074,532,0,0,0,0,0,0,0,0
ENSMUSG00000068075,570,0,0,0,0,0,0,0,0
ENSMUSG00000068078,946,0,0,0,0,0,0,0,0
ENSMUSG00000068079,980,47,207,0,40,0,0,0,0
ENSMUSG00000068082,745.5,0,0,0,0,0,0,0,0
ENSMUSG00000068083,1161,0,0,0,0,0,0,0,0
ENSMUSG00000068085,1590,0,0,0,0,0,0,0,0
ENSMUSG00000068086,1651,0,0,0,0,0,0,0,0
ENSMUSG00000068099,1539,0,0,0,0,0,0,0,0
ENSMUSG00000068101,1201,105,311,246,717,199,281,29,63
ENSMUSG00000068105,1906,217,471,161,143,249,246,5,62
ENSMUSG00000068113,1364.5,0,0,0,0,0,12,0,21
ENSMUSG00000068114,2043,256,459,138,926,43,62,4,0
ENSMUSG00000068115,2370.17,213.57,110,262,541,3363,2786,155,272
ENSMUSG00000068117,3434.25,0,0,0,0,0,0,0,0
ENSMUSG00000068120,441,0,0,0,0,0,0,0,0
ENSMUSG00000068122,1798.5,0,0,0,0,0,0,0,0
ENSMUSG00000068129,986,542,564,1111,3813,411,101,160,212
ENSMUSG00000068130,2922,348.73,552.5,178.79,501.72,0,29,15.28,16.77
ENSMUSG00000068134,4127,944,1796,839,2533,294,206,63,46
ENSMUSG00000068141,720,105.95,438.81,286.56,863.78,182.33,75.22,6.7,1.51
ENSMUSG00000068149,876,0,0,0,0,0,0,0,0
ENSMUSG00000068151,939,0,0,0,0,0,0,0,0
ENSMUSG00000068154,3100,24,0,0,0,0,0,0,0
ENSMUSG00000068165,890,0,0,0,0,0,0,0,0
ENSMUSG00000068167,1336,0,0,0,0,0,0,0,0
ENSMUSG00000068173,1192.5,0,0,0,0,0,0,0,0
ENSMUSG00000068180,1408,0,0,0,0,0,0,0,0
ENSMUSG00000068181,60,0,0,0,0,0,0,0,0
ENSMUSG00000068182,924,0,0,0,0,0,0,0,0
ENSMUSG00000068184,679,340,536,677,1171,89,78,46,40
ENSMUSG00000068196,5108,0,0,0,0,0,11,0,0
ENSMUSG00000068200,477,461.77,1056.87,1109.62,1193.63,59.65,63.83,0,16.36
ENSMUSG00000068205,1108.26,95,166,136,287,32,0,12,0
ENSMUSG00000068206,1396.81,355,590,296,912,0,17,1,14
ENSMUSG00000068218,879,0,0,0,0,0,0,0,0
ENSMUSG00000068219,879,12,0,0,0,0,0,0,0
ENSMUSG00000068220,800,914,1139,3114,8326,887,494,129,165
ENSMUSG00000068226,441,0,0,1,1,0,0,0,16
ENSMUSG00000068227,2692,126,209,4,144,150,57,2,83
ENSMUSG00000068231,990,0,0,0,0,0,0,0,0
ENSMUSG00000068232,1098,0,0,0,0,0,0,0,0
ENSMUSG00000068234,1108,0,0,0,0,0,0,0,0
ENSMUSG00000068240,504,6332.97,7660.51,4467.94,15964.59,2916.75,2400.68,424.58,580.46
ENSMUSG00000068243,171,0,0,0,0,0,0,0,0
ENSMUSG00000068245,1915.93,116,403,22,88.27,72,39,8,26.43
ENSMUSG00000068246,1545,22,53,0,12,0,0,0,1
ENSMUSG00000068250,1156.5,149,271,129,440,171,0,78,112
ENSMUSG00000068252,1341,0,0,0,0,0,0,8,35
ENSMUSG00000068259,942,0,0,0,0,0,0,0,0
ENSMUSG00000068262,1212,35.61,18.11,14.59,66.62,1.27,7.33,12.16,1.3
ENSMUSG00000068263,2243.07,879,865,211,515,3,0,3,0
ENSMUSG00000068264,1412.2,146,170,44,143,323,134,84,274
ENSMUSG00000068267,4886,1010,2142,1304,3788,1267,843,62,26
ENSMUSG00000068270,8201,328,455,113,329,0,0,13,0
ENSMUSG00000068284,12321.41,2730,4461,2799,9747,4358,1821,507,1103
ENSMUSG00000068289,947,0,0,0,0,0,0,0,0
ENSMUSG00000068290,1050.91,1166,2099,1423,3921,983,714,60,88
ENSMUSG00000068299,3019,176,136,74,195.97,98,12,0,0
ENSMUSG00000068302,1105,0,0,0,0,0,0,0,0
ENSMUSG00000068303,1401,0,0,0,0,0,0,0,0
ENSMUSG00000068314,622,0,0,0,0,0,0,0,0
ENSMUSG00000068323,2587,0,0,9,0,0,14,16,31
ENSMUSG00000068324,333,2.04,0,0,8.78,0,0,0,0
ENSMUSG00000068327,1300,0,0,0,0,0,0,0,0
ENSMUSG00000068328,1509,969,2959,1379,3573,2797,1267,378.99,805.84
ENSMUSG00000068329,1615.33,863,1314,1233,2471,1575,1236,223.79,286.01
ENSMUSG00000068335,1826.61,523,1075,387,923,932,680,112,104
ENSMUSG00000068341,713,0,0,0,0,0,0,0,0
ENSMUSG00000068348,408,0,0,0,0,0,0,0,0
ENSMUSG00000068349,795.67,0,0,0,0,0,0,0,0
ENSMUSG00000068373,10124,4,0,0,0,0,0,0,0
ENSMUSG00000068391,886.49,763,873,1056,1853,95,214,82,104
ENSMUSG00000068392,614,0,0,0,0,0,0,0,0
ENSMUSG00000068394,5768,1565,2901,1611,4453,4454,3291,39,120
ENSMUSG00000068396,354,489.12,284.23,699.39,2090.35,94.21,24.78,16.03,37.67
ENSMUSG00000068397,483,115.89,0,0,188.04,0,0,0,0
ENSMUSG00000068399,1157,0,0,0,0,0,0,0,0
ENSMUSG00000068407,545,26,0,0,0,0,27,9,0
ENSMUSG00000068417,1372,57.84,143.24,27.57,276.63,954.56,641.2,669.09,1172.26
ENSMUSG00000068426,1118,0,0,0,0,0,0,0,0
ENSMUSG00000068428,4083,0,0,0,0,0,0,0,0
ENSMUSG00000068431,1120,0,0,0,0,0,0,0,0
ENSMUSG00000068437,1110,0,0,0,0,0,0,0,0
ENSMUSG00000068452,3597.5,0,0,0,0,0,0,0,0
ENSMUSG00000068457,3992.02,2906,5088,2158,6551,2495,1459,327,447
ENSMUSG00000068463,2407,0,0,0,0,0,0,0,0
ENSMUSG00000068466,648,203.18,426.83,291.37,559.54,241.84,135.59,0,0
ENSMUSG00000068479,4198,2842.99,4775.29,2163.32,5993.8,1846.97,2022.05,207.91,255.9
ENSMUSG00000068480,792,0,28.68,16.41,1.81,3.94,0,0,0
